Bet_Type,User_ID,Bet_Amount,Odds,Payout,Profit,ROI,Overall_Result,Parlay_Details
Parlay,108,95.32,19.59,0,-95.32,-1,Loss,"[{'Pick_ID': 12262, 'User_ID': 108, 'Player_ID': 36, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.68, 'Actual_Stat': 2.33, 'Result': 'Win', 'Single_Odds': 2.52}, {'Pick_ID': 12263, 'User_ID': 108, 'Player_ID': 129, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 182.81, 'Actual_Stat': 183.11, 'Result': 'Loss', 'Single_Odds': 2.22}, {'Pick_ID': 12264, 'User_ID': 108, 'Player_ID': 68, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.09, 'Actual_Stat': 4.79, 'Result': 'Win', 'Single_Odds': 1.57}, {'Pick_ID': 12265, 'User_ID': 108, 'Player_ID': 125, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.94, 'Actual_Stat': 4.49, 'Result': 'Loss', 'Single_Odds': 2.23}]"
Single,124,184.53,1.96,361.68,177.15,0.96,Win,"[{'Pick_ID': 12266, 'User_ID': 124, 'Player_ID': 123, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 60.16, 'Actual_Stat': 51.44, 'Result': 'Win', 'Single_Odds': 1.96}]"
Single,183,153.18,2.52,0,-153.18,-1,Loss,"[{'Pick_ID': 12267, 'User_ID': 183, 'Player_ID': 297, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.03, 'Actual_Stat': 1.74, 'Result': 'Loss', 'Single_Odds': 2.52}]"
Single,127,55.54,1.88,0,-55.54,-1,Loss,"[{'Pick_ID': 12268, 'User_ID': 127, 'Player_ID': 91, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.83, 'Actual_Stat': 5.02, 'Result': 'Loss', 'Single_Odds': 1.88}]"
Single,92,25.95,2.13,55.27,29.32,1.13,Win,"[{'Pick_ID': 12269, 'User_ID': 92, 'Player_ID': 63, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 253.02, 'Actual_Stat': 284.56, 'Result': 'Win', 'Single_Odds': 2.13}]"
Single,25,81.91,1.67,0,-81.91,-1,Loss,"[{'Pick_ID': 12270, 'User_ID': 25, 'Player_ID': 44, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.96, 'Actual_Stat': 5.5, 'Result': 'Loss', 'Single_Odds': 1.67}]"
Parlay,64,25.6,7.62,0,-25.6,-1,Loss,"[{'Pick_ID': 12271, 'User_ID': 64, 'Player_ID': 273, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.33, 'Actual_Stat': 1.09, 'Result': 'Loss', 'Single_Odds': 2.16}, {'Pick_ID': 12272, 'User_ID': 64, 'Player_ID': 188, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.81, 'Actual_Stat': 4.04, 'Result': 'Loss', 'Single_Odds': 1.8}, {'Pick_ID': 12273, 'User_ID': 64, 'Player_ID': 131, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.9, 'Actual_Stat': 4.05, 'Result': 'Win', 'Single_Odds': 1.96}]"
Single,31,130.86,1.89,0,-130.86,-1,Loss,"[{'Pick_ID': 12274, 'User_ID': 31, 'Player_ID': 179, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.51, 'Actual_Stat': 4.12, 'Result': 'Loss', 'Single_Odds': 1.89}]"
Single,51,172.94,2.53,437.54,264.6,1.53,Win,"[{'Pick_ID': 12275, 'User_ID': 51, 'Player_ID': 290, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.09, 'Actual_Stat': 3.63, 'Result': 'Win', 'Single_Odds': 2.53}]"
Single,104,41.29,2.08,85.88,44.59,1.08,Win,"[{'Pick_ID': 12276, 'User_ID': 104, 'Player_ID': 69, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.77, 'Actual_Stat': 4.02, 'Result': 'Win', 'Single_Odds': 2.08}]"
Single,60,175.75,1.72,0,-175.75,-1,Loss,"[{'Pick_ID': 12277, 'User_ID': 60, 'Player_ID': 135, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.84, 'Actual_Stat': 1.84, 'Result': 'Loss', 'Single_Odds': 1.72}]"
Parlay,154,175.23,5.59,0,-175.23,-1,Loss,"[{'Pick_ID': 12278, 'User_ID': 154, 'Player_ID': 266, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.44, 'Actual_Stat': 3.61, 'Result': 'Win', 'Single_Odds': 2.94}, {'Pick_ID': 12279, 'User_ID': 154, 'Player_ID': 53, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 202.84, 'Actual_Stat': 178.52, 'Result': 'Loss', 'Single_Odds': 1.9}]"
Single,165,29.28,1.97,0,-29.28,-1,Loss,"[{'Pick_ID': 12280, 'User_ID': 165, 'Player_ID': 198, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 134.19, 'Actual_Stat': 126.86, 'Result': 'Loss', 'Single_Odds': 1.97}]"
Parlay,135,98.61,16.42,0,-98.61,-1,Loss,"[{'Pick_ID': 12281, 'User_ID': 135, 'Player_ID': 82, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 372.66, 'Actual_Stat': 375.82, 'Result': 'Win', 'Single_Odds': 2.71}, {'Pick_ID': 12282, 'User_ID': 135, 'Player_ID': 68, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.09, 'Actual_Stat': 4.79, 'Result': 'Loss', 'Single_Odds': 2.22}, {'Pick_ID': 12283, 'User_ID': 135, 'Player_ID': 186, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 388.32, 'Actual_Stat': 423.94, 'Result': 'Win', 'Single_Odds': 2.73}]"
Parlay,20,160.81,27.84,0,-160.81,-1,Loss,"[{'Pick_ID': 12284, 'User_ID': 20, 'Player_ID': 253, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.18, 'Actual_Stat': 1.04, 'Result': 'Win', 'Single_Odds': 1.51}, {'Pick_ID': 12285, 'User_ID': 20, 'Player_ID': 169, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 283.77, 'Actual_Stat': 323.56, 'Result': 'Win', 'Single_Odds': 2.83}, {'Pick_ID': 12286, 'User_ID': 20, 'Player_ID': 22, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.02, 'Actual_Stat': 2.52, 'Result': 'Loss', 'Single_Odds': 2.31}, {'Pick_ID': 12287, 'User_ID': 20, 'Player_ID': 280, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.23, 'Actual_Stat': 1.07, 'Result': 'Win', 'Single_Odds': 2.82}]"
Single,46,158.98,1.78,282.98,124,0.78,Win,"[{'Pick_ID': 12288, 'User_ID': 46, 'Player_ID': 122, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.53, 'Actual_Stat': 2.25, 'Result': 'Win', 'Single_Odds': 1.78}]"
Single,124,117.37,1.71,200.7,83.33,0.71,Win,"[{'Pick_ID': 12289, 'User_ID': 124, 'Player_ID': 133, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 266.42, 'Actual_Stat': 232.41, 'Result': 'Win', 'Single_Odds': 1.71}]"
Single,122,21.85,2.87,62.71,40.86,1.87,Win,"[{'Pick_ID': 12290, 'User_ID': 122, 'Player_ID': 154, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.35, 'Actual_Stat': 2.59, 'Result': 'Win', 'Single_Odds': 2.87}]"
Parlay,16,14.03,21.26,0,-14.03,-1,Loss,"[{'Pick_ID': 12291, 'User_ID': 16, 'Player_ID': 274, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.12, 'Actual_Stat': 3.63, 'Result': 'Win', 'Single_Odds': 2.0}, {'Pick_ID': 12292, 'User_ID': 16, 'Player_ID': 117, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 165.48, 'Actual_Stat': 142.91, 'Result': 'Win', 'Single_Odds': 2.18}, {'Pick_ID': 12293, 'User_ID': 16, 'Player_ID': 81, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.56, 'Actual_Stat': 5.16, 'Result': 'Loss', 'Single_Odds': 2.77}, {'Pick_ID': 12294, 'User_ID': 16, 'Player_ID': 46, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 365.0, 'Actual_Stat': 380.16, 'Result': 'Win', 'Single_Odds': 1.76}]"
Parlay,76,171.95,3.29,0,-171.95,-1,Loss,"[{'Pick_ID': 12295, 'User_ID': 76, 'Player_ID': 248, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.31, 'Actual_Stat': 2.16, 'Result': 'Loss', 'Single_Odds': 2.02}, {'Pick_ID': 12296, 'User_ID': 76, 'Player_ID': 133, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 266.42, 'Actual_Stat': 232.41, 'Result': 'Loss', 'Single_Odds': 1.63}]"
Parlay,101,186.8,9.71,0,-186.8,-1,Loss,"[{'Pick_ID': 12297, 'User_ID': 101, 'Player_ID': 76, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.57, 'Actual_Stat': 3.84, 'Result': 'Win', 'Single_Odds': 2.51}, {'Pick_ID': 12298, 'User_ID': 101, 'Player_ID': 147, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 167.12, 'Actual_Stat': 162.06, 'Result': 'Loss', 'Single_Odds': 2.08}, {'Pick_ID': 12299, 'User_ID': 101, 'Player_ID': 23, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.95, 'Actual_Stat': 4.26, 'Result': 'Win', 'Single_Odds': 1.86}]"
Single,173,154.85,1.52,0,-154.85,-1,Loss,"[{'Pick_ID': 12300, 'User_ID': 173, 'Player_ID': 159, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.89, 'Actual_Stat': 1.66, 'Result': 'Loss', 'Single_Odds': 1.52}]"
Parlay,177,86.65,13.64,0,-86.65,-1,Loss,"[{'Pick_ID': 12301, 'User_ID': 177, 'Player_ID': 140, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 205.94, 'Actual_Stat': 231.21, 'Result': 'Win', 'Single_Odds': 1.96}, {'Pick_ID': 12302, 'User_ID': 177, 'Player_ID': 102, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.46, 'Actual_Stat': 3.62, 'Result': 'Loss', 'Single_Odds': 2.53}, {'Pick_ID': 12303, 'User_ID': 177, 'Player_ID': 269, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 394.67, 'Actual_Stat': 448.31, 'Result': 'Win', 'Single_Odds': 2.75}]"
Parlay,200,141.61,5.02,0,-141.61,-1,Loss,"[{'Pick_ID': 12304, 'User_ID': 200, 'Player_ID': 158, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 124.75, 'Actual_Stat': 139.87, 'Result': 'Loss', 'Single_Odds': 1.78}, {'Pick_ID': 12305, 'User_ID': 200, 'Player_ID': 234, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.46, 'Actual_Stat': 4.02, 'Result': 'Loss', 'Single_Odds': 2.82}]"
Single,65,108.25,2.35,0,-108.25,-1,Loss,"[{'Pick_ID': 12306, 'User_ID': 65, 'Player_ID': 137, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 359.51, 'Actual_Stat': 400.45, 'Result': 'Loss', 'Single_Odds': 2.35}]"
Single,90,102.15,1.82,185.91,83.76,0.82,Win,"[{'Pick_ID': 12307, 'User_ID': 90, 'Player_ID': 273, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.33, 'Actual_Stat': 1.09, 'Result': 'Win', 'Single_Odds': 1.82}]"
Parlay,141,196.83,24.5,0,-196.83,-1,Loss,"[{'Pick_ID': 12308, 'User_ID': 141, 'Player_ID': 188, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.81, 'Actual_Stat': 4.04, 'Result': 'Loss', 'Single_Odds': 1.87}, {'Pick_ID': 12309, 'User_ID': 141, 'Player_ID': 93, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 372.27, 'Actual_Stat': 412.51, 'Result': 'Loss', 'Single_Odds': 2.04}, {'Pick_ID': 12310, 'User_ID': 141, 'Player_ID': 161, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 255.42, 'Actual_Stat': 209.43, 'Result': 'Win', 'Single_Odds': 2.48}, {'Pick_ID': 12311, 'User_ID': 141, 'Player_ID': 104, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 98.88, 'Actual_Stat': 95.7, 'Result': 'Loss', 'Single_Odds': 2.59}]"
Single,40,125.45,2.28,286.03,160.58,1.28,Win,"[{'Pick_ID': 12312, 'User_ID': 40, 'Player_ID': 61, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.97, 'Actual_Stat': 1.62, 'Result': 'Win', 'Single_Odds': 2.28}]"
Parlay,27,37.13,4.26,0,-37.13,-1,Loss,"[{'Pick_ID': 12313, 'User_ID': 27, 'Player_ID': 86, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.43, 'Actual_Stat': 1.48, 'Result': 'Loss', 'Single_Odds': 2.12}, {'Pick_ID': 12314, 'User_ID': 27, 'Player_ID': 136, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.59, 'Actual_Stat': 1.73, 'Result': 'Loss', 'Single_Odds': 2.01}]"
Single,66,113.93,2.73,311.03,197.1,1.73,Win,"[{'Pick_ID': 12315, 'User_ID': 66, 'Player_ID': 298, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 225.14, 'Actual_Stat': 189.42, 'Result': 'Win', 'Single_Odds': 2.73}]"
Single,104,151.89,2.71,0,-151.89,-1,Loss,"[{'Pick_ID': 12316, 'User_ID': 104, 'Player_ID': 277, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.25, 'Actual_Stat': 1.34, 'Result': 'Loss', 'Single_Odds': 2.71}]"
Single,196,136.65,1.96,0,-136.65,-1,Loss,"[{'Pick_ID': 12317, 'User_ID': 196, 'Player_ID': 75, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.69, 'Actual_Stat': 4.45, 'Result': 'Loss', 'Single_Odds': 1.96}]"
Single,113,141.34,1.72,243.1,101.76,0.72,Win,"[{'Pick_ID': 12318, 'User_ID': 113, 'Player_ID': 229, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 368.64, 'Actual_Stat': 300.66, 'Result': 'Win', 'Single_Odds': 1.72}]"
Parlay,19,171.98,16.97,0,-171.98,-1,Loss,"[{'Pick_ID': 12319, 'User_ID': 19, 'Player_ID': 281, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 73.76, 'Actual_Stat': 75.13, 'Result': 'Loss', 'Single_Odds': 2.74}, {'Pick_ID': 12320, 'User_ID': 19, 'Player_ID': 52, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.49, 'Actual_Stat': 1.74, 'Result': 'Win', 'Single_Odds': 2.57}, {'Pick_ID': 12321, 'User_ID': 19, 'Player_ID': 215, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.39, 'Actual_Stat': 4.65, 'Result': 'Loss', 'Single_Odds': 2.41}]"
Single,39,78.02,1.97,0,-78.02,-1,Loss,"[{'Pick_ID': 12322, 'User_ID': 39, 'Player_ID': 20, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 233.93, 'Actual_Stat': 206.12, 'Result': 'Loss', 'Single_Odds': 1.97}]"
Single,140,710.46,1.71,1214.89,504.43,0.71,Win,"[{'Pick_ID': 12323, 'User_ID': 140, 'Player_ID': 158, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 124.75, 'Actual_Stat': 139.87, 'Result': 'Win', 'Single_Odds': 1.71}]"
Single,90,24.97,1.66,0,-24.97,-1,Loss,"[{'Pick_ID': 12324, 'User_ID': 90, 'Player_ID': 206, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.4, 'Actual_Stat': 1.2, 'Result': 'Loss', 'Single_Odds': 1.66}]"
Single,157,14.1,2.06,0,-14.1,-1,Loss,"[{'Pick_ID': 12325, 'User_ID': 157, 'Player_ID': 278, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.11, 'Actual_Stat': 1.19, 'Result': 'Loss', 'Single_Odds': 2.06}]"
Parlay,18,120.61,3.2,0,-120.61,-1,Loss,"[{'Pick_ID': 12326, 'User_ID': 18, 'Player_ID': 52, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.49, 'Actual_Stat': 1.74, 'Result': 'Loss', 'Single_Odds': 1.64}, {'Pick_ID': 12327, 'User_ID': 18, 'Player_ID': 65, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.6, 'Actual_Stat': 1.68, 'Result': 'Loss', 'Single_Odds': 1.95}]"
Parlay,66,161.33,18.25,0,-161.33,-1,Loss,"[{'Pick_ID': 12328, 'User_ID': 66, 'Player_ID': 126, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 216.26, 'Actual_Stat': 220.09, 'Result': 'Loss', 'Single_Odds': 2.42}, {'Pick_ID': 12329, 'User_ID': 66, 'Player_ID': 124, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 332.38, 'Actual_Stat': 342.92, 'Result': 'Win', 'Single_Odds': 2.6}, {'Pick_ID': 12330, 'User_ID': 66, 'Player_ID': 97, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 286.66, 'Actual_Stat': 268.11, 'Result': 'Loss', 'Single_Odds': 2.9}]"
Single,33,144.61,2.63,380.32,235.71,1.63,Win,"[{'Pick_ID': 12331, 'User_ID': 33, 'Player_ID': 114, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 386.47, 'Actual_Stat': 433.59, 'Result': 'Win', 'Single_Odds': 2.63}]"
Single,39,125.35,1.75,0,-125.35,-1,Loss,"[{'Pick_ID': 12332, 'User_ID': 39, 'Player_ID': 110, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.79, 'Actual_Stat': 4.7, 'Result': 'Loss', 'Single_Odds': 1.75}]"
Single,136,176.44,2.04,0,-176.44,-1,Loss,"[{'Pick_ID': 12333, 'User_ID': 136, 'Player_ID': 281, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 73.76, 'Actual_Stat': 75.13, 'Result': 'Loss', 'Single_Odds': 2.04}]"
Parlay,44,167.1,7.44,0,-167.1,-1,Loss,"[{'Pick_ID': 12334, 'User_ID': 44, 'Player_ID': 22, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.02, 'Actual_Stat': 2.52, 'Result': 'Loss', 'Single_Odds': 2.86}, {'Pick_ID': 12335, 'User_ID': 44, 'Player_ID': 6, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.36, 'Actual_Stat': 2.35, 'Result': 'Loss', 'Single_Odds': 2.6}]"
Parlay,143,188.42,31.4,5916.58,5728.16,30.401,Win,"[{'Pick_ID': 12336, 'User_ID': 143, 'Player_ID': 235, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 232.22, 'Actual_Stat': 201.14, 'Result': 'Win', 'Single_Odds': 2.62}, {'Pick_ID': 12337, 'User_ID': 143, 'Player_ID': 238, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.36, 'Actual_Stat': 5.08, 'Result': 'Win', 'Single_Odds': 1.6}, {'Pick_ID': 12338, 'User_ID': 143, 'Player_ID': 44, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.96, 'Actual_Stat': 5.5, 'Result': 'Win', 'Single_Odds': 2.61}, {'Pick_ID': 12339, 'User_ID': 143, 'Player_ID': 257, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.48, 'Actual_Stat': 2.94, 'Result': 'Win', 'Single_Odds': 2.87}]"
Parlay,8,187.06,16.06,0,-187.06,-1,Loss,"[{'Pick_ID': 12340, 'User_ID': 8, 'Player_ID': 29, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 244.8, 'Actual_Stat': 221.33, 'Result': 'Loss', 'Single_Odds': 1.77}, {'Pick_ID': 12341, 'User_ID': 8, 'Player_ID': 55, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 344.58, 'Actual_Stat': 374.72, 'Result': 'Win', 'Single_Odds': 2.36}, {'Pick_ID': 12342, 'User_ID': 8, 'Player_ID': 32, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.2, 'Actual_Stat': 3.08, 'Result': 'Win', 'Single_Odds': 1.65}, {'Pick_ID': 12343, 'User_ID': 8, 'Player_ID': 194, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.9, 'Actual_Stat': 2.07, 'Result': 'Loss', 'Single_Odds': 2.33}]"
Single,100,70.61,2.7,190.65,120.04,1.7,Win,"[{'Pick_ID': 12344, 'User_ID': 100, 'Player_ID': 81, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.56, 'Actual_Stat': 5.16, 'Result': 'Win', 'Single_Odds': 2.7}]"
Single,86,134.2,1.92,0,-134.2,-1,Loss,"[{'Pick_ID': 12345, 'User_ID': 86, 'Player_ID': 142, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 230.11, 'Actual_Stat': 249.9, 'Result': 'Loss', 'Single_Odds': 1.92}]"
Parlay,146,118.22,7.03,0,-118.22,-1,Loss,"[{'Pick_ID': 12346, 'User_ID': 146, 'Player_ID': 188, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.81, 'Actual_Stat': 4.04, 'Result': 'Loss', 'Single_Odds': 2.42}, {'Pick_ID': 12347, 'User_ID': 146, 'Player_ID': 122, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.53, 'Actual_Stat': 2.25, 'Result': 'Win', 'Single_Odds': 1.68}, {'Pick_ID': 12348, 'User_ID': 146, 'Player_ID': 60, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.33, 'Actual_Stat': 2.27, 'Result': 'Win', 'Single_Odds': 1.73}]"
Parlay,75,12.26,10.3,0,-12.26,-1,Loss,"[{'Pick_ID': 12349, 'User_ID': 75, 'Player_ID': 257, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.48, 'Actual_Stat': 2.94, 'Result': 'Loss', 'Single_Odds': 2.61}, {'Pick_ID': 12350, 'User_ID': 75, 'Player_ID': 95, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.43, 'Actual_Stat': 2.88, 'Result': 'Win', 'Single_Odds': 1.88}, {'Pick_ID': 12351, 'User_ID': 75, 'Player_ID': 161, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 255.42, 'Actual_Stat': 209.43, 'Result': 'Win', 'Single_Odds': 2.1}]"
Parlay,74,169.45,18.77,0,-169.45,-1,Loss,"[{'Pick_ID': 12352, 'User_ID': 74, 'Player_ID': 137, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 359.51, 'Actual_Stat': 400.45, 'Result': 'Win', 'Single_Odds': 1.51}, {'Pick_ID': 12353, 'User_ID': 74, 'Player_ID': 129, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 182.81, 'Actual_Stat': 183.11, 'Result': 'Loss', 'Single_Odds': 2.56}, {'Pick_ID': 12354, 'User_ID': 74, 'Player_ID': 33, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.18, 'Actual_Stat': 0.94, 'Result': 'Win', 'Single_Odds': 1.68}, {'Pick_ID': 12355, 'User_ID': 74, 'Player_ID': 61, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.97, 'Actual_Stat': 1.62, 'Result': 'Win', 'Single_Odds': 2.89}]"
Single,13,135.89,1.94,263.63,127.74,0.94,Win,"[{'Pick_ID': 12356, 'User_ID': 13, 'Player_ID': 47, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.02, 'Actual_Stat': 3.14, 'Result': 'Win', 'Single_Odds': 1.94}]"
Parlay,40,194.6,3.82,0,-194.6,-1,Loss,"[{'Pick_ID': 12357, 'User_ID': 40, 'Player_ID': 262, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.72, 'Actual_Stat': 4.18, 'Result': 'Loss', 'Single_Odds': 2.21}, {'Pick_ID': 12358, 'User_ID': 40, 'Player_ID': 156, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.09, 'Actual_Stat': 1.16, 'Result': 'Loss', 'Single_Odds': 1.73}]"
Single,48,116.68,1.9,221.69,105.01,0.9,Win,"[{'Pick_ID': 12359, 'User_ID': 48, 'Player_ID': 37, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.68, 'Actual_Stat': 4.31, 'Result': 'Win', 'Single_Odds': 1.9}]"
Single,192,12.72,2.62,0,-12.72,-1,Loss,"[{'Pick_ID': 12360, 'User_ID': 192, 'Player_ID': 20, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 233.93, 'Actual_Stat': 206.12, 'Result': 'Loss', 'Single_Odds': 2.62}]"
Single,60,110.52,2.05,226.57,116.05,1.05,Win,"[{'Pick_ID': 12361, 'User_ID': 60, 'Player_ID': 276, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 97.09, 'Actual_Stat': 102.9, 'Result': 'Win', 'Single_Odds': 2.05}]"
Single,84,162.97,2.32,0,-162.97,-1,Loss,"[{'Pick_ID': 12362, 'User_ID': 84, 'Player_ID': 181, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.24, 'Actual_Stat': 3.17, 'Result': 'Loss', 'Single_Odds': 2.32}]"
Single,150,159.97,2.68,0,-159.97,-1,Loss,"[{'Pick_ID': 12363, 'User_ID': 150, 'Player_ID': 161, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 255.42, 'Actual_Stat': 209.43, 'Result': 'Loss', 'Single_Odds': 2.68}]"
